case_id,adapter,measured_runs,correct_successes,failed_runs,expected_object_bytes,seconds_median,seconds_q1,seconds_q3,seconds_min,seconds_max,seconds_n,throughput_mib_s_median,throughput_mib_s_q1,throughput_mib_s_q3,throughput_mib_s_min,throughput_mib_s_max,throughput_mib_s_n,heap_mib_median,heap_mib_q1,heap_mib_q3,heap_mib_min,heap_mib_max,heap_mib_n,committed_heap_mib_median,committed_heap_mib_q1,committed_heap_mib_q3,committed_heap_mib_min,committed_heap_mib_max,committed_heap_mib_n,rss_mib_median,rss_mib_q1,rss_mib_q3,rss_mib_min,rss_mib_max,rss_mib_n,producer_allocation_mib_median,producer_allocation_mib_q1,producer_allocation_mib_q3,producer_allocation_mib_min,producer_allocation_mib_max,producer_allocation_mib_n,cpu_seconds_median,cpu_seconds_q1,cpu_seconds_q3,cpu_seconds_min,cpu_seconds_max,cpu_seconds_n,gc_count_median,gc_count_q1,gc_count_q3,gc_count_min,gc_count_max,gc_count_n,gc_collection_millis_median,gc_collection_millis_q1,gc_collection_millis_q3,gc_collection_millis_min,gc_collection_millis_max,gc_collection_millis_n,first_request_ms_median,first_request_ms_q1,first_request_ms_q3,first_request_ms_min,first_request_ms_max,first_request_ms_n,first_payload_ms_median,first_payload_ms_q1,first_payload_ms_q3,first_payload_ms_min,first_payload_ms_max,first_payload_ms_n,temporary_payload_file_bytes_median,temporary_payload_file_bytes_q1,temporary_payload_file_bytes_q3,temporary_payload_file_bytes_min,temporary_payload_file_bytes_max,temporary_payload_file_bytes_n,sink_retained_buffer_bytes_after_terminal_median,sink_retained_buffer_bytes_after_terminal_q1,sink_retained_buffer_bytes_after_terminal_q3,sink_retained_buffer_bytes_after_terminal_min,sink_retained_buffer_bytes_after_terminal_max,sink_retained_buffer_bytes_after_terminal_n,sink_retained_receipts_after_terminal_median,sink_retained_receipts_after_terminal_q1,sink_retained_receipts_after_terminal_q3,sink_retained_receipts_after_terminal_min,sink_retained_receipts_after_terminal_max,sink_retained_receipts_after_terminal_n,requests_put_median,requests_create_median,requests_part_median,requests_complete_median,requests_abort_median
32m-1m-writes,ci-cmg,5,5,0,33554432,0.332579583,0.320728042,0.3440735,0.31486775,0.352779667,5,96.21757208108592,93.0033844512873,99.77300332223523,90.70817565004391,101.62997004297836,5,56.540382385253906,56.438636779785156,56.557861328125,56.42265319824219,59.527565002441406,5,128.0,128.0,128.0,128.0,154.0,5,220.65625,217.609375,220.796875,217.421875,222.4375,5,36.344696044921875,36.34166717529297,36.350257873535156,36.34162139892578,36.355316162109375,5,0.3568,0.351784,0.369062,0.346451,0.382193,5,2,2.0,2.0,1,2,5,1,1.0,1.0,0,1,5,0.7855,0.708041,0.811292,0.655125,0.926792,5,53.194916,48.732291,59.40075,43.711459,61.661209,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-1m-writes,improved,5,5,0,33554432,0.323725042,0.322708875,0.330038958,0.321082875,0.334405625,5,98.84931917006284,96.95825060749344,99.1605824289772,95.69217024982758,99.66274283547511,5,21.511459350585938,20.4951171875,21.52832794189453,20.479476928710938,21.54448699951172,5,128.0,128.0,128.0,128.0,128.0,5,189.515625,188.390625,189.984375,188.265625,190.4375,5,7.2220916748046875,7.2074737548828125,7.2469940185546875,7.206520080566406,7.269050598144531,5,0.231214,0.22924,0.236187,0.228543,0.245778,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,40.896542,40.298,41.390708,40.297875,41.39875,5,45.078042,44.148958,45.193708,44.130334,45.34725,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,7,1,0
32m-1m-writes,original-939f2bd,5,5,0,33554432,0.4779705,0.470744625,0.489023666,0.449976083,0.510610084,5,66.94973852988835,65.43650588885815,67.97740919505985,62.67012932709727,71.11489078853997,5,56.4974365234375,56.48100280761719,56.5142822265625,56.465118408203125,56.530372619628906,5,128.0,128.0,128.0,128.0,144.0,5,220.21875,218.71875,220.765625,218.59375,221.75,5,41.22173309326172,41.203392028808594,41.244178771972656,41.202667236328125,41.26673889160156,5,0.393329,0.386517,0.411157,0.368899,0.415271,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,49.514042,49.435833,60.02875,47.509417,62.91025,5,54.09775,53.865541,64.190333,51.93775,68.042959,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7,7.0,7.0,7,7,5,0,1,7,1,0
32m-1m-writes,temp-file,5,5,0,33554432,0.465834292,0.444511667,0.469455417,0.441978125,0.473373542,5,68.693955231617,68.16408724068467,71.98911159287974,67.59989133486468,72.40177327780646,5,13.5050048828125,13.50250244140625,13.506767272949219,13.467338562011719,14.509445190429688,5,128.0,128.0,128.0,128.0,128.0,5,173.640625,173.53125,173.703125,173.4375,173.8125,5,1.1901626586914062,1.190032958984375,1.1901931762695312,1.1899948120117188,1.1902008056640625,5,0.39967,0.389166,0.413734,0.387812,0.41665,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,364.028792,359.332208,386.221667,357.113375,390.075375,5,364.028792,359.332208,386.221667,357.113375,390.075375,5,33554432,33554432.0,33554432.0,33554432,33554432,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-1m-writes,whole-buffer,5,5,0,33554432,0.254947791,0.253002292,0.259413625,0.251706042,0.275188125,5,125.51589435030643,123.35512446580245,126.48106761024916,116.28408747652173,127.13242696017602,5,63.2628173828125,63.26100158691406,63.2689208984375,63.258750915527344,64.2653579711914,5,128.0,128.0,128.0,128.0,128.0,5,245.765625,245.6875,245.84375,245.515625,245.953125,5,64.18663787841797,64.18663787841797,64.18683624267578,64.18663787841797,64.37410736083984,5,0.20377,0.202352,0.210338,0.202276,0.23246,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,181.816916,180.988667,188.912833,179.703917,204.989834,5,181.816916,180.988667,188.912833,179.703917,204.989834,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-4k-writes,aws-async,5,5,0,33554432,0.0940725,0.09086875,0.095413,0.089765375,0.102105333,5,340.1631720215791,335.38406716065947,352.15626934452166,313.4018474823445,356.4848918639286,5,63.43946075439453,63.419189453125,63.86627197265625,63.31090545654297,64.74235534667969,5,128.0,128.0,128.0,128.0,147.0,5,294.171875,293.125,312.34375,292.921875,312.84375,5,52.87206268310547,52.86189270019531,52.87207794189453,52.861656188964844,52.872230529785156,5,0.148782,0.125355,0.178154,0.123558,0.310423,5,1,1.0,1.0,1,1,5,1,1.0,1.0,0,1,5,12.696667,12.571708,12.775708,12.510667,12.786,5,17.764667,17.53825,17.806583,17.507125,18.51425,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-4k-writes,ci-cmg,5,5,0,33554432,0.126054417,0.125128625,0.156401125,0.124799416,0.15814375,5,253.85861726685863,204.60210884032963,255.7368467846586,202.34754772161403,256.4114562843788,5,60.45732116699219,60.44135284423828,60.473426818847656,60.42533874511719,60.489601135253906,5,128.0,128.0,128.0,128.0,128.0,5,221.578125,221.203125,222.046875,221.03125,222.578125,5,35.3487548828125,35.3458251953125,35.35443115234375,35.345794677734375,35.35939025878906,5,0.102453,0.101325,0.103612,0.099362,0.113512,5,1,1.0,1.0,1,1,5,0,0.0,0.0,0,1,5,0.77725,0.772167,0.790583,0.702417,0.849334,5,10.972791,10.931375,11.066209,10.8195,11.514209,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-4k-writes,improved,5,5,0,33554432,0.163853833,0.15902425,0.169487833,0.159018833,0.174686416,5,195.29601117112713,188.8041131542463,201.22717132764342,183.185394335413,201.2340261609139,5,19.508758544921875,18.492416381835938,19.52570343017578,18.47661590576172,19.54180145263672,5,128.0,128.0,128.0,128.0,128.0,5,181.8125,180.765625,182.25,180.15625,182.625,5,6.220703125,6.209159851074219,6.2476348876953125,6.2056884765625,6.270057678222656,5,0.091816,0.091254,0.096197,0.08637,0.103015,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,6.443,6.423,6.565916,6.131083,6.633458,5,10.313416,10.045083,10.695,9.683041,10.730208,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,7,1,0
32m-4k-writes,original-939f2bd,5,5,0,33554432,0.157582875,0.157517709,0.158287958,0.155471208,0.160149875,5,203.06775085808022,202.1631993003536,203.1517611775321,199.81283157417388,205.82589156958247,5,54.44896697998047,54.43177795410156,54.46507263183594,54.41596221923828,54.48109436035156,5,128.0,128.0,128.0,128.0,156.0,5,220.03125,219.3125,220.484375,219.140625,221.796875,5,40.22473907470703,40.20885467529297,40.25116729736328,40.2060546875,40.26991271972656,5,0.102353,0.102182,0.10515,0.101377,0.117412,5,1,1.0,1.0,1,1,5,0,0.0,0.0,0,1,5,6.6135,6.483666,6.61575,6.267167,6.703375,5,11.011458,10.754791,11.012666,10.418167,11.421666,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7,7.0,7.0,7,7,5,0,1,7,1,0
32m-4k-writes,temp-file,5,5,0,33554432,0.1656255,0.152822792,0.165993959,0.146750625,0.166437542,5,193.2069639035052,192.77809983434398,209.3928502497193,192.26431498249357,218.05699294296022,5,11.410987854003906,11.408409118652344,11.413040161132812,11.400840759277344,11.415428161621094,5,128.0,128.0,128.0,128.0,128.0,5,158.53125,158.40625,158.609375,158.140625,160.28125,5,0.19390869140625,0.19390106201171875,0.1940765380859375,0.19387054443359375,0.19409942626953125,5,0.108102,0.101221,0.108725,0.094875,0.134956,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,73.874458,69.543125,76.104166,67.027459,83.261542,5,73.874458,69.543125,76.104166,67.027459,83.261542,5,33554432,33554432.0,33554432.0,33554432,33554432,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-4k-writes,whole-buffer,5,5,0,33554432,0.12283225,0.1208705,0.122968875,0.118153375,0.124611083,5,260.517901446892,260.22845211847306,264.7461539416152,256.7989879359286,270.83441332082134,5,61.337371826171875,61.33537292480469,61.339759826660156,61.333953857421875,61.35479736328125,5,128.0,128.0,128.0,128.0,128.0,5,242.53125,242.5,242.546875,242.4375,242.671875,5,64.12421417236328,64.12421417236328,64.12444305419922,64.12421417236328,64.31177520751953,5,0.070562,0.069824,0.073604,0.068886,0.07961,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,48.887708,48.719375,49.772917,48.418,50.37,5,48.887708,48.719375,49.772917,48.418,50.37,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-body-delay,aws-async,5,5,0,33554432,0.420654708,0.411557917,0.432345709,0.39998875,0.433934792,5,76.07189314995139,74.01484352421316,77.75333356058366,73.74379881482285,80.00225006328303,5,60.02155303955078,59.97852325439453,60.497802734375,59.941436767578125,61.745521545410156,5,128.0,128.0,128.0,128.0,128.0,5,285.15625,283.546875,285.734375,282.96875,286.453125,5,54.9296875,54.866973876953125,54.930442810058594,54.814720153808594,54.933074951171875,5,0.149405,0.137564,0.170701,0.137389,0.207906,5,1,1.0,1.0,1,1,5,1,0.0,1.0,0,1,5,17.535708,16.036167,17.911292,13.986125,18.663292,5,22.390042,21.214792,22.657334,18.515625,24.14025,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-body-delay,ci-cmg,5,5,0,33554432,1.176623167,1.172732,1.1783485,1.171445167,1.179979083,5,27.196472836404723,27.15665187336344,27.286711712479917,27.119124788756952,27.316686176571167,5,60.47059631347656,60.45470428466797,60.48670196533203,59.57915496826172,60.50281524658203,5,128.0,128.0,128.0,128.0,128.0,5,221.40625,221.03125,221.84375,220.859375,222.328125,5,35.407249450683594,35.40437316894531,35.412811279296875,35.404319763183594,35.41798400878906,5,0.129666,0.123121,0.129729,0.115619,0.145245,5,1,1.0,2.0,1,2,5,0,0.0,1.0,0,1,5,0.851042,0.775959,0.877125,0.76375,0.981042,5,11.891333,11.806292,12.370417,11.7895,12.884667,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-body-delay,improved,5,5,0,33554432,1.244328166,1.239479417,1.281811416,1.223584375,1.299040375,5,25.716688631156483,24.96467077806085,25.81729035682728,24.633568452404724,26.152671326813895,5,19.509567260742188,18.558975219726562,19.526344299316406,18.48902130126953,19.542877197265625,5,128.0,128.0,128.0,128.0,128.0,5,175.75,175.375,176.171875,175.234375,176.59375,5,6.2828216552734375,6.279975891113281,6.3101043701171875,6.257476806640625,6.333106994628906,5,0.15132,0.141125,0.154456,0.134934,0.163598,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7.484958,7.425,7.636292,7.226083,7.69675,5,11.852709,11.809833,11.898666,11.671416,11.937917,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,7,1,0
32m-body-delay,original-939f2bd,5,5,0,33554432,1.334126833,1.324641208,1.341987208,1.322220875,1.363785833,5,23.985725501107584,23.845234745337454,24.157484914964233,23.46409474690591,24.20170533156951,5,54.547386169433594,54.530426025390625,54.5634765625,54.497947692871094,55.51405334472656,5,128.0,128.0,128.0,128.0,128.0,5,208.859375,208.53125,209.328125,208.390625,209.671875,5,40.285438537597656,40.269989013671875,40.31129455566406,40.26982879638672,40.33549499511719,5,0.166571,0.163798,0.168912,0.161913,0.175465,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,6.774833,6.76375,6.813708,6.738625,6.866292,5,10.293875,10.213792,10.446375,10.156333,10.953,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7,7.0,7.0,7,7,5,0,1,7,1,0
32m-body-delay,temp-file,5,5,0,33554432,1.366426584,1.359853833,1.37036975,1.343930417,1.378881541,5,23.418748123536215,23.351361922576004,23.53194087735457,23.207214723313207,23.81075656538251,5,11.430145263671875,11.427764892578125,11.432197570800781,11.425575256347656,11.434585571289062,5,128.0,128.0,128.0,128.0,128.0,5,174.734375,174.59375,174.765625,174.4375,174.9375,5,0.44017791748046875,0.4401702880859375,0.44020843505859375,0.4401397705078125,0.4402923583984375,5,0.304389,0.298824,0.310814,0.293936,0.323473,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,247.617709,238.067875,252.543958,237.918625,260.125708,5,247.617709,238.067875,252.543958,237.918625,260.125708,5,33554432,33554432.0,33554432.0,33554432,33554432,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-body-delay,whole-buffer,5,5,0,33554432,1.154505208,1.149714709,1.156521292,1.14212975,1.1570245,5,27.717501643353348,27.669183629694903,27.832991740910224,27.657149870205863,28.017832474812952,5,61.366737365722656,61.36461639404297,61.36912536621094,61.363494873046875,61.41273498535156,5,128.0,128.0,128.0,128.0,128.0,5,241.28125,241.125,241.359375,241.015625,241.453125,5,64.12418365478516,64.12418365478516,64.12444305419922,64.12418365478516,64.31165313720703,5,0.10489,0.104294,0.109222,0.099532,0.119531,5,1,1.0,1.0,1,1,5,0,0.0,0.0,0,1,5,52.291667,52.0895,53.212,51.17425,54.3745,5,52.291667,52.0895,53.212,51.17425,54.3745,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-request-latency,aws-async,5,5,0,33554432,0.206530917,0.205291708,0.216719,0.204280209,0.246529416,5,154.94048283337645,147.6566429339375,155.8757550986911,129.80195434365527,156.64757813127164,5,63.569061279296875,62.71299743652344,63.61122131347656,60.8187255859375,64.63648223876953,5,128.0,128.0,128.0,128.0,128.0,5,283.890625,283.4375,284.53125,282.859375,285.140625,5,39.659637451171875,39.60456848144531,39.6607666015625,39.535064697265625,39.660919189453125,5,0.144226,0.142261,0.170162,0.116227,0.175728,5,1,1.0,1.0,1,1,5,1,1.0,1.0,0,1,5,18.224667,18.17025,18.824584,16.318459,19.664041,5,53.316084,51.971958,58.65125,48.451334,59.033292,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-request-latency,ci-cmg,5,5,0,33554432,0.432131416,0.423070625,0.433089208,0.418809042,0.451548208,5,74.0515473191146,73.88777972043118,75.63748960353843,70.86729486035298,76.40713736070674,5,60.538902282714844,60.52294158935547,60.55506896972656,60.50726318359375,60.5711669921875,5,128.0,128.0,128.0,128.0,128.0,5,219.234375,219.046875,219.65625,218.859375,220.078125,5,35.407508850097656,35.40546417236328,35.413230895996094,35.40272521972656,35.41832733154297,5,0.103041,0.102913,0.105106,0.099359,0.117805,5,1,1.0,1.0,1,1,5,0,0.0,0.0,0,1,5,0.592625,0.566,0.645583,0.562083,0.658042,5,41.548,41.498666,41.699958,39.375458,42.394916,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-request-latency,improved,5,5,0,33554432,0.429483667,0.427516333,0.432651625,0.421739625,0.447700834,5,74.50807203804563,73.96250967507635,74.85094142590337,71.47630196284156,75.87619968126069,5,19.48522186279297,18.468971252441406,19.502212524414062,18.453102111816406,19.51831817626953,5,128.0,128.0,128.0,128.0,128.0,5,166.234375,165.875,166.765625,165.6875,167.203125,5,6.285621643066406,6.268867492675781,6.313560485839844,6.266914367675781,6.334564208984375,5,0.107376,0.105317,0.115888,0.104299,0.116903,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,8.267166,8.196583,8.4405,7.086209,8.604,5,40.943209,40.91,41.405209,39.889791,43.802584,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,7,1,0
32m-request-latency,original-939f2bd,5,5,0,33554432,0.465940291,0.464147708,0.473707833,0.44573475,0.48098375,5,68.6783277130245,67.5521867505197,68.94357000681343,66.53031417381564,71.79157559512691,5,54.562278747558594,54.546051025390625,54.578369140625,54.51274871826172,55.52886962890625,5,128.0,128.0,128.0,128.0,128.0,5,221.453125,221.109375,222.015625,220.984375,222.4375,5,40.28324890136719,40.267730712890625,40.310150146484375,40.26605987548828,40.328163146972656,5,0.117517,0.107372,0.117852,0.105371,0.129926,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,7.386208,7.245041,7.387458,6.966042,8.494,5,41.72875,38.9715,41.858916,38.407709,42.646375,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7,7.0,7.0,7,7,5,0,1,7,1,0
32m-request-latency,temp-file,5,5,0,33554432,0.334616292,0.331276583,0.339496375,0.324830667,0.369724,5,95.63192458064773,94.25726563354321,96.59602169948728,86.55104889052375,98.51286608970328,5,11.4449462890625,11.442657470703125,11.446998596191406,11.435646057128906,11.449386596679688,5,128.0,128.0,128.0,128.0,128.0,5,170.6875,170.625,170.765625,170.453125,170.953125,5,0.25258636474609375,0.2525482177734375,0.25274658203125,0.2525482177734375,0.25347137451171875,5,0.235213,0.23383,0.25062,0.230194,0.289466,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,208.418375,205.359417,225.250625,199.751584,252.29525,5,208.418375,205.359417,225.250625,199.751584,252.29525,5,33554432,33554432.0,33554432.0,33554432,33554432,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-request-latency,whole-buffer,5,5,0,33554432,0.157636708,0.156111583,0.163119583,0.152887792,0.167525,5,202.99840313843652,196.17509689195316,204.9815867923138,191.01626622892104,209.30382721466734,5,61.37804412841797,61.37565612792969,61.382568359375,61.37360382080078,61.421356201171875,5,128.0,128.0,128.0,128.0,128.0,5,224.703125,224.640625,224.765625,224.5,224.921875,5,64.31172180175781,64.31172180175781,64.31172180175781,64.31172180175781,64.31192016601562,5,0.076372,0.073713,0.077375,0.073412,0.079146,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,53.209167,52.364833,54.085708,51.690791,54.885167,5,53.209167,52.364833,54.085708,51.690791,54.885167,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-slow-producer,aws-async,5,5,0,33554432,1.047305167,1.028976459,1.051170292,0.997396125,1.064391417,5,30.554609113276722,30.4422606342075,31.098865013004154,30.064128185280172,32.08354153170587,5,81.85151672363281,81.82318115234375,82.68580627441406,81.80284881591797,82.74532318115234,5,128.0,128.0,128.0,128.0,128.0,5,261.859375,261.109375,262.421875,260.265625,263.078125,5,54.931854248046875,54.83992004394531,54.93187713623047,54.82653045654297,54.932350158691406,5,0.488408,0.48168,0.493028,0.42725,0.501135,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,299.721917,296.384125,299.751917,268.135917,304.030333,5,309.071875,306.483625,309.649125,274.008,314.495083,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-slow-producer,ci-cmg,5,5,0,33554432,1.193924542,1.189640958,1.205572917,1.186838083,1.214503042,5,26.802363863293465,26.54339654512992,26.898872121717922,26.348225482666184,26.96239736351635,5,57.63140106201172,57.591651916503906,57.663421630859375,57.58930206298828,58.64488983154297,5,128.0,128.0,128.0,128.0,128.0,5,220.59375,220.3125,221.0,220.171875,221.46875,5,35.407371520996094,35.405479431152344,35.41386413574219,35.40257263183594,35.41815948486328,5,0.505543,0.502084,0.513881,0.482069,0.514705,5,1,1.0,1.0,1,1,5,1,1.0,1.0,0,1,5,0.858709,0.756916,0.871958,0.722917,0.978583,5,172.827958,172.700167,176.228167,169.551375,184.946,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-slow-producer,improved,5,5,0,33554432,1.353812625,1.353800167,1.357388,1.336462917,1.37098475,5,23.636949020179216,23.574689035117444,23.637166533160872,23.34088690629126,23.943799407342627,5,19.472328186035156,18.456085205078125,19.489295959472656,18.440406799316406,19.505386352539062,5,128.0,128.0,128.0,128.0,128.0,5,182.71875,182.421875,183.1875,182.28125,183.578125,5,6.281158447265625,6.2668609619140625,6.307624816894531,6.265815734863281,6.3321990966796875,5,0.50307,0.50179,0.515701,0.496995,0.560636,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,169.479625,169.334042,171.761125,167.452416,172.903667,5,175.762209,175.081708,178.223625,173.714375,180.334292,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,7,1,0
32m-slow-producer,original-939f2bd,5,5,0,33554432,1.362668667,1.357537292,1.3647265,1.315653083,1.370302625,5,23.48333147664575,23.447921616529026,23.572096463630704,23.352505801410107,24.322521197633982,5,54.557373046875,54.541282653808594,55.507965087890625,54.52433776855469,57.49198913574219,5,128.0,128.0,128.0,128.0,144.0,5,224.6875,224.0,225.1875,223.890625,226.234375,5,40.281219482421875,40.26861572265625,40.308311462402344,40.26605987548828,40.32921600341797,5,0.513109,0.506182,0.520405,0.468825,0.560053,5,1,1.0,1.0,1,1,5,1,0.0,1.0,0,1,5,168.535708,168.014875,169.043458,167.606625,169.15475,5,175.469458,174.962334,175.616459,174.430792,176.047208,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7,7.0,7.0,7,7,5,0,1,7,1,0
32m-slow-producer,temp-file,5,5,0,33554432,1.152610417,1.14293875,1.202917125,1.139646625,1.288744958,5,27.763066798657956,26.601998870038535,27.99800076775768,24.830359025932264,28.078879275406972,5,11.454383850097656,11.452095031738281,11.456436157226562,11.448753356933594,11.458824157714844,5,128.0,128.0,128.0,128.0,128.0,5,173.328125,173.25,173.53125,172.984375,173.65625,5,0.4410552978515625,0.44092559814453125,0.4410552978515625,0.44092559814453125,0.44122314453125,5,0.369594,0.342647,0.404907,0.33585,0.467575,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1070.221125,1058.018042,1085.750416,1056.533208,1185.399666,5,1070.221125,1058.018042,1085.750416,1056.533208,1185.399666,5,33554432,33554432.0,33554432.0,33554432,33554432,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-slow-producer,whole-buffer,5,5,0,33554432,1.079757625,1.078157958,1.122639958,1.073401458,1.177987292,5,29.63628064214874,28.504241072096242,29.68025210272575,27.164978958024275,29.811772437521693,5,61.304901123046875,61.302894592285156,61.3072509765625,61.30084228515625,61.33348083496094,5,128.0,128.0,128.0,128.0,128.0,5,244.234375,244.203125,244.28125,244.0625,244.421875,5,64.1250991821289,64.1250991821289,64.1250991821289,64.1250991821289,64.12532806396484,5,0.288386,0.27835,0.322996,0.272964,0.374727,5,1,1.0,1.0,1,1,5,1,1.0,1.0,1,2,5,1003.576542,1003.044167,1041.802417,996.850083,1102.493084,5,1003.576542,1003.044167,1041.802417,996.850083,1102.493084,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-unknown,aws-async,5,5,0,33554432,0.107292375,0.097437584,0.112050292,0.095526375,0.124944042,5,298.2504581523151,285.58604737951066,328.4153679344102,256.11465331015944,334.9860182593551,5,81.8606948852539,81.80717468261719,82.65837860107422,81.78177642822266,82.72396850585938,5,128.0,128.0,128.0,128.0,128.0,5,277.546875,276.875,278.28125,276.1875,278.875,5,54.853782653808594,54.82456970214844,54.92955780029297,49.84069061279297,54.930213928222656,5,0.170315,0.148915,0.191333,0.122168,0.210751,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,19.136375,17.951667,19.5345,16.720625,20.587834,5,24.852834,23.6975,24.905375,21.875291,26.367667,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-unknown,ci-cmg,5,5,0,33554432,0.130535084,0.128166959,0.131640458,0.126235375,0.137958417,5,245.14482252143034,243.0863617931199,249.67433299248367,231.95395174764872,253.4947117636399,5,60.49162292480469,60.47557067871094,60.50775909423828,60.45965576171875,60.52387237548828,5,128.0,128.0,128.0,128.0,144.0,5,226.234375,225.953125,226.65625,225.703125,228.859375,5,35.40721893310547,35.40435791015625,35.41291046142578,35.404212951660156,35.41798400878906,5,0.109812,0.106526,0.113681,0.105704,0.11592,5,1,1.0,1.0,1,2,5,0,0.0,1.0,0,1,5,0.810084,0.798167,0.8445,0.669292,0.947042,5,12.174709,12.10275,12.305167,11.097625,12.456791,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,7,1,0
32m-unknown,improved,5,5,0,33554432,0.176279667,0.162737458,0.178349041,0.158085375,0.180199666,5,181.52972798615508,179.42344865201713,196.63573705323577,177.5807952940379,202.4222670819486,5,19.468711853027344,18.451522827148438,19.484718322753906,18.43572235107422,19.500892639160156,5,128.0,128.0,128.0,128.0,128.0,5,183.046875,182.828125,183.53125,182.71875,183.859375,5,6.2799224853515625,6.264869689941406,6.3092041015625,6.2642822265625,6.331657409667969,5,0.102874,0.100358,0.107246,0.100048,0.112805,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7.636375,7.217416,7.688708,7.130958,7.70925,5,12.093541,11.570208,12.131542,11.46925,12.138333,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,7,1,0
32m-unknown,original-939f2bd,5,5,0,33554432,0.170394958,0.169330625,0.192279458,0.16440025,0.203810125,5,187.79898405209852,166.42443416914563,188.97940050714394,157.008882654873,194.64690595056882,5,54.55116271972656,54.534217834472656,54.56733703613281,54.50170135498047,55.51792907714844,5,128.0,128.0,128.0,128.0,150.0,5,209.1875,208.484375,209.59375,208.390625,210.84375,5,40.281578063964844,40.269187927246094,40.30944061279297,40.26917266845703,40.33277893066406,5,0.107382,0.105114,0.109485,0.104793,0.12598,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,7.63025,7.424958,7.84625,7.25075,8.098125,5,12.272291,11.980542,12.3215,11.417417,12.6915,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7,7.0,7.0,7,7,5,0,1,7,1,0
