case_id,adapter,measured_runs,correct_successes,failed_runs,expected_object_bytes,seconds_median,seconds_q1,seconds_q3,seconds_min,seconds_max,seconds_n,throughput_mib_s_median,throughput_mib_s_q1,throughput_mib_s_q3,throughput_mib_s_min,throughput_mib_s_max,throughput_mib_s_n,heap_mib_median,heap_mib_q1,heap_mib_q3,heap_mib_min,heap_mib_max,heap_mib_n,committed_heap_mib_median,committed_heap_mib_q1,committed_heap_mib_q3,committed_heap_mib_min,committed_heap_mib_max,committed_heap_mib_n,rss_mib_median,rss_mib_q1,rss_mib_q3,rss_mib_min,rss_mib_max,rss_mib_n,producer_allocation_mib_median,producer_allocation_mib_q1,producer_allocation_mib_q3,producer_allocation_mib_min,producer_allocation_mib_max,producer_allocation_mib_n,cpu_seconds_median,cpu_seconds_q1,cpu_seconds_q3,cpu_seconds_min,cpu_seconds_max,cpu_seconds_n,gc_count_median,gc_count_q1,gc_count_q3,gc_count_min,gc_count_max,gc_count_n,gc_collection_millis_median,gc_collection_millis_q1,gc_collection_millis_q3,gc_collection_millis_min,gc_collection_millis_max,gc_collection_millis_n,first_request_ms_median,first_request_ms_q1,first_request_ms_q3,first_request_ms_min,first_request_ms_max,first_request_ms_n,first_payload_ms_median,first_payload_ms_q1,first_payload_ms_q3,first_payload_ms_min,first_payload_ms_max,first_payload_ms_n,temporary_payload_file_bytes_median,temporary_payload_file_bytes_q1,temporary_payload_file_bytes_q3,temporary_payload_file_bytes_min,temporary_payload_file_bytes_max,temporary_payload_file_bytes_n,sink_retained_buffer_bytes_after_terminal_median,sink_retained_buffer_bytes_after_terminal_q1,sink_retained_buffer_bytes_after_terminal_q3,sink_retained_buffer_bytes_after_terminal_min,sink_retained_buffer_bytes_after_terminal_max,sink_retained_buffer_bytes_after_terminal_n,sink_retained_receipts_after_terminal_median,sink_retained_receipts_after_terminal_q1,sink_retained_receipts_after_terminal_q3,sink_retained_receipts_after_terminal_min,sink_retained_receipts_after_terminal_max,sink_retained_receipts_after_terminal_n,requests_put_median,requests_create_median,requests_part_median,requests_complete_median,requests_abort_median
32m-unknown,temp-file,5,5,0,33554432,0.29429825,0.287317167,0.296172709,0.284032833,0.31069025,5,108.73323235867016,108.04506636700279,111.37517585226644,102.99647317545369,112.66303146016926,5,11.432731628417969,11.430412292480469,11.434585571289062,11.427932739257812,11.437263488769531,5,128.0,128.0,128.0,128.0,128.0,5,173.4375,173.328125,173.5,173.21875,173.625,5,0.4402008056640625,0.44013214111328125,0.4402008056640625,0.43999481201171875,0.44036102294921875,5,0.246613,0.240201,0.24831,0.239493,0.248416,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,210.272583,209.841833,219.370917,209.055417,233.388958,5,210.272583,209.841833,219.370917,209.055417,233.388958,5,33554432,33554432.0,33554432.0,33554432,33554432,5,,,,,,0,,,,,,0,1,0,0,0,0
32m-unknown,whole-buffer,5,5,0,33554432,0.124020708,0.123851583,0.125024,0.122406375,0.128039167,5,258.0214265507983,255.95085743537243,258.37376660740784,249.92352535376926,261.4242926481566,5,61.321044921875,61.317710876464844,61.32343292236328,61.316978454589844,61.37007141113281,5,128.0,128.0,128.0,128.0,128.0,5,238.953125,238.90625,239.015625,238.890625,239.109375,5,64.12418365478516,64.12418365478516,64.12421417236328,64.12418365478516,64.12447357177734,5,0.070475,0.06848,0.071756,0.067092,0.072005,5,1,1.0,1.0,1,1,5,0,0.0,1.0,0,1,5,49.350208,49.266542,49.418875,49.1885,49.949625,5,49.350208,49.266542,49.418875,49.1885,49.949625,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
64m-zip-csv,aws-async,5,5,0,16423523,1.385257083,1.383951958,1.386066875,1.379374833,1.393943792,5,11.306704193915552,11.300098395329824,11.317366892303154,11.23624364188662,11.35492086363687,5,97.59635925292969,97.58861541748047,97.8931884765625,96.45706939697266,97.9391098022461,5,128.0,128.0,128.0,128.0,128.0,5,293.984375,293.8125,294.265625,293.359375,294.5,5,309.00325775146484,308.98602294921875,309.00926971435547,308.85401916503906,309.0104675292969,5,1.543808,1.540751,1.545663,1.540325,1.552708,5,4,4.0,4.0,4,4,5,6,6.0,6.0,6,7,5,873.300833,872.360083,875.616583,871.547083,884.093459,5,880.1295,878.781917,881.478917,877.341667,890.003042,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,4,1,0
64m-zip-csv,ci-cmg,5,5,0,16423523,1.315582,1.315401375,1.317858625,1.315295916,1.325122542,5,11.905523236109437,11.884956225867798,11.907158049007911,11.819806526246028,11.908112752026005,5,103.69036102294922,103.66275787353516,103.7022476196289,102.67757415771484,103.71379852294922,5,128.0,128.0,128.0,128.0,128.0,5,240.953125,240.84375,241.25,240.59375,241.59375,5,294.61348724365234,294.6035842895508,294.61609649658203,294.4623031616211,294.6221466064453,5,1.332551,1.331235,1.335765,1.327617,1.346034,5,3,3.0,3.0,3,3,5,1,1.0,1.0,1,1,5,0.618625,0.60925,0.672333,0.591375,0.673042,5,420.728125,420.682917,420.825875,420.459584,421.097416,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,4,1,0
64m-zip-csv,improved,5,5,0,16423523,1.407203125,1.384150208,1.438767417,1.373542333,1.443857292,5,11.130370443149296,10.886187638767833,11.315745920841072,10.84781173097218,11.403137488888246,5,92.47483825683594,91.69820404052734,92.48597717285156,91.68433380126953,92.52182006835938,5,128.0,128.0,128.0,128.0,128.0,5,221.25,221.109375,221.65625,220.90625,221.9375,5,280.11578369140625,280.11034393310547,280.12325286865234,279.9836959838867,280.1347122192383,5,1.369205,1.35241,1.40879,1.351084,1.420472,5,3,3.0,3.0,3,3,5,1,1.0,1.0,1,1,5,439.331625,422.274167,440.623625,420.135042,440.8575,5,443.496833,426.777,445.024041,423.895208,445.252375,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,4,1,0
64m-zip-csv,original-939f2bd,5,5,0,16423523,1.411826083,1.411090291,1.412260333,1.410989166,1.418166292,5,11.093924569466482,11.090513345181751,11.099709331078746,11.04432685952412,11.100504842577454,5,97.6950912475586,97.68468475341797,97.72664642333984,96.71746826171875,97.76416778564453,5,128.0,128.0,128.0,128.0,128.0,5,231.28125,231.171875,231.734375,231.0,232.03125,5,296.43896484375,296.43540954589844,296.4487762451172,296.3076705932617,296.46002197265625,5,1.388127,1.383056,1.389265,1.378847,1.394766,5,3,3.0,3.0,3,3,5,1,1.0,1.0,0,1,5,434.906667,434.903833,435.235875,434.594167,436.050084,5,439.505416,439.3075,439.545666,439.282292,441.012542,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,4,4.0,4.0,4,4,5,0,1,4,1,0
64m-zip-csv,temp-file,5,5,0,16423523,1.368138959,1.366920625,1.382330042,1.362550625,1.413995209,5,11.44817342344779,11.330645789442608,11.458377160712843,11.076906039225005,11.495126700343574,5,85.81289672851562,85.75611114501953,86.49663543701172,85.48644256591797,86.49971771240234,5,128.0,128.0,128.0,128.0,128.0,5,218.578125,218.484375,218.59375,214.78125,218.71875,5,274.5574188232422,274.53424072265625,274.55762481689453,274.39476013183594,274.55848693847656,5,1.344681,1.342048,1.358295,1.33785,1.416605,5,3,3.0,3.0,3,3,5,1,1.0,1.0,0,1,5,1326.857625,1325.937042,1335.225375,1322.024459,1373.49,5,1326.857625,1325.937042,1335.225375,1322.024459,1373.49,5,16423523,16423523.0,16423523.0,16423523,16423523,5,,,,,,0,,,,,,0,1,0,0,0,0
64m-zip-csv,whole-buffer,5,5,0,16423523,1.346881792,1.341691083,1.395548875,1.339573834,1.410742709,5,11.62885426400309,11.223320336958693,11.673843754693364,11.10244410273066,11.692294722746372,5,111.51498413085938,111.50833892822266,111.52099609375,110.51757049560547,111.52215576171875,5,128.0,128.0,128.0,128.0,128.0,5,248.671875,248.609375,248.75,248.546875,248.875,5,306.3372802734375,306.31407165527344,306.3372802734375,306.1733093261719,306.3383102416992,5,1.321513,1.320019,1.373142,1.319445,1.389133,5,3,3.0,3.0,3,3,5,1,0.0,1.0,0,1,5,1309.615083,1306.289375,1358.971167,1302.796042,1372.123,5,1309.615083,1306.289375,1358.971167,1302.796042,1372.123,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
8m-byte-writes,aws-async,5,5,0,8388608,0.076252292,0.073621834,0.077382042,0.071915292,0.080326,5,104.914879148813,103.38315962248709,108.66341634466754,99.59415382317059,111.24198730918036,5,33.72569274902344,33.710243225097656,34.740501403808594,33.69183349609375,34.750221252441406,5,128.0,128.0,128.0,128.0,128.0,5,217.0,216.6875,218.203125,214.84375,220.390625,5,8.96337890625,8.839225769042969,9.172531127929688,8.838340759277344,9.182350158691406,5,0.14297,0.123613,0.154925,0.120106,0.16817,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,39.854667,39.656292,41.178375,39.558042,43.209166,5,45.270042,44.98575,47.000167,44.861292,49.197625,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,2,1,0
8m-byte-writes,ci-cmg,5,5,0,8388608,0.074283333,0.068763375,0.102101958,0.063167958,0.123252458,5,107.6957599627362,78.35305176028064,116.34100275037402,64.90742764740644,126.64648744858906,5,34.49934387207031,34.49153137207031,34.50829315185547,34.47819519042969,34.51634216308594,5,128.0,128.0,128.0,128.0,128.0,5,195.578125,195.421875,195.890625,194.890625,196.25,5,10.346511840820312,10.341545104980469,10.346565246582031,10.335823059082031,10.346694946289062,5,0.061102,0.056333,0.072385,0.056025,0.109198,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.916583,0.910667,0.919833,0.759167,1.019958,5,27.435792,27.374584,27.759,27.020583,27.792042,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,2,1,0
8m-byte-writes,improved,5,5,0,8388608,0.081607583,0.080837666,0.084184833,0.080800708,0.086304458,5,98.03010585425622,95.02899411821605,98.96376770699935,92.69509577361578,99.00903343569712,5,18.478317260742188,18.470504760742188,18.48724365234375,18.457176208496094,18.495338439941406,5,128.0,128.0,128.0,128.0,128.0,5,178.875,178.75,179.03125,178.171875,179.46875,5,5.6090545654296875,5.6027374267578125,5.609245300292969,5.587646484375,5.656829833984375,5,0.069902,0.065753,0.084105,0.064156,0.120751,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,29.616375,29.562125,29.725875,29.503291,30.206208,5,33.619208,33.563958,33.9155,33.331625,34.72675,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,1,2,1,0
8m-byte-writes,original-939f2bd,5,5,0,8388608,0.069146292,0.069134083,0.069783125,0.067904583,0.070231708,5,115.69673179293548,114.64089634850832,115.71716370346591,113.90866359109478,117.81237210454557,5,32.486732482910156,32.47893524169922,32.495643615722656,32.47039031982422,32.50343322753906,5,128.0,128.0,128.0,128.0,128.0,5,190.359375,190.1875,190.59375,190.03125,191.03125,5,16.607200622558594,16.601539611816406,16.609100341796875,16.585784912109375,16.656341552734375,5,0.061771,0.05966,0.07556,0.059271,0.114325,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,23.746,23.576708,23.948166,23.370875,24.154083,5,28.396292,28.283666,28.412708,27.878708,28.824417,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,2,2.0,2.0,2,2,5,0,1,2,1,0
8m-byte-writes,temp-file,5,5,0,8388608,0.095297917,0.094958083,0.097189042,0.093443583,0.097864833,5,83.9472703270104,82.3138065297526,84.24769906106887,81.74540082237712,85.61315548013607,5,11.46539306640625,11.462837219238281,11.46832275390625,11.459999084472656,11.470573425292969,5,128.0,128.0,128.0,128.0,128.0,5,174.171875,174.125,174.265625,171.640625,174.359375,5,0.19014739990234375,0.1899566650390625,0.19171905517578125,0.18991851806640625,0.23755645751953125,5,0.082666,0.082159,0.107354,0.080919,0.140395,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,71.434,70.210333,72.513625,70.045417,73.095875,5,71.434,70.210333,72.513625,70.045417,73.095875,5,8388608,8388608.0,8388608.0,8388608,8388608,5,,,,,,0,,,,,,0,1,0,0,0,0
8m-byte-writes,whole-buffer,5,5,0,8388608,0.079060833,0.078881167,0.080770292,0.078428208,0.080810583,5,101.18790425595441,99.04631767333466,101.41837784930337,98.99693459704405,102.00411566205874,5,31.322525024414062,31.32018280029297,32.325035095214844,31.31292724609375,32.32737731933594,5,128.0,128.0,128.0,128.0,128.0,5,190.59375,190.53125,190.703125,186.984375,190.796875,5,16.124557495117188,16.124359130859375,16.125244140625,16.124359130859375,16.171829223632812,5,0.065849,0.065788,0.06752,0.064426,0.132056,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,56.938417,56.795084,56.971708,56.771,57.49325,5,56.938417,56.795084,56.971708,56.771,57.49325,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
empty,aws-async,5,5,0,0,0.003067666,0.003025292,0.003728833,0.00292325,0.003823292,5,0.0,0.0,0.0,0.0,0.0,5,15.293815612792969,15.187332153320312,15.29669189453125,15.080436706542969,15.299308776855469,5,128.0,128.0,128.0,128.0,128.0,5,203.109375,198.46875,203.640625,198.015625,204.390625,5,0.13507080078125,0.13507080078125,0.13507080078125,0.13507080078125,0.13576507568359375,5,0.00707,0.006058,0.007931,0.00598,0.008154,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.858625,0.857125,0.89575,0.813708,1.0285,5,0.858625,0.857125,0.89575,0.813708,1.0285,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
empty,ci-cmg,5,0,5,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,
empty,improved,5,5,0,0,0.002785583,0.002692917,0.002868875,0.00256725,0.002884625,5,0.0,0.0,0.0,0.0,0.0,5,17.267791748046875,17.26520538330078,17.26984405517578,17.262527465820312,17.2720947265625,5,128.0,128.0,128.0,128.0,128.0,5,179.640625,179.59375,179.71875,179.21875,179.921875,5,5.187904357910156,5.187904357910156,5.187904357910156,5.187873840332031,5.188133239746094,5,0.003815,0.003394,0.003989,0.002993,0.00622,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.972208,0.922666,0.995041,0.879167,1.026333,5,0.972208,0.922666,0.995041,0.879167,1.026333,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1,0,0,0,0
empty,original-939f2bd,5,5,0,0,0.002210041,0.002201209,0.002490916,0.002175292,0.002615583,5,0.0,0.0,0.0,0.0,0.0,5,17.33983612060547,17.337059020996094,17.341888427734375,17.334457397460938,17.344139099121094,5,128.0,128.0,128.0,128.0,128.0,5,161.984375,161.875,162.09375,161.75,162.390625,5,5.187828063964844,5.187828063964844,5.187828063964844,5.187797546386719,5.188026428222656,5,0.00389,0.003739,0.003891,0.002594,0.007149,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.801334,0.800541,0.934,0.776292,0.942,5,0.801334,0.800541,0.934,0.776292,0.942,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1,0,0,0,0
empty,temp-file,5,5,0,0,0.002817917,0.002634917,0.002852375,0.002553167,0.003029334,5,0.0,0.0,0.0,0.0,0.0,5,11.402603149414062,11.400016784667969,11.404655456542969,11.397415161132812,11.406906127929688,5,128.0,128.0,128.0,128.0,128.0,5,173.109375,173.03125,173.171875,172.859375,173.390625,5,0.252105712890625,0.25209808349609375,0.252105712890625,0.25206756591796875,0.25232696533203125,5,0.004833,0.003176,0.005115,0.003072,0.005283,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1.158417,1.129375,1.1725,1.114042,1.247959,5,1.158417,1.129375,1.1725,1.114042,1.247959,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
empty,whole-buffer,5,5,0,0,0.002501583,0.002400541,0.002532917,0.0022895,0.002536208,5,0.0,0.0,0.0,0.0,0.0,5,11.258811950683594,11.2562255859375,11.2608642578125,11.253623962402344,11.263114929199219,5,128.0,128.0,128.0,128.0,128.0,5,173.46875,173.34375,173.578125,173.015625,174.125,5,0.24884033203125,0.24884033203125,0.24884033203125,0.24884033203125,0.2490386962890625,5,0.003128,0.002813,0.004062,0.002693,0.004846,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.891542,0.831208,0.9515,0.810541,0.963625,5,0.891542,0.831208,0.9515,0.810541,0.963625,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
exact-part,aws-async,5,5,0,5242880,0.029254334,0.027174417,0.031011292,0.026254875,0.03478475,5,170.91484632670154,161.23159267275932,183.99658767288366,143.74115093539552,190.44082289479573,5,24.038421630859375,23.268287658691406,24.2606201171875,23.152984619140625,24.264877319335938,5,128.0,128.0,128.0,128.0,128.0,5,206.65625,205.921875,207.125,201.1875,207.65625,5,10.20556640625,10.20556640625,10.20556640625,10.20556640625,10.206291198730469,5,0.032477,0.027975,0.034948,0.024841,0.037142,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,14.284292,13.378292,15.09375,12.034083,18.219375,5,14.284292,13.378292,15.09375,12.034083,18.219375,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
exact-part,ci-cmg,5,5,0,5242880,0.034576709,0.033108375,0.040308458,0.032806041,0.041299375,5,144.60601209906935,124.0434451747075,151.01919076366627,121.06720743352653,152.41095382402284,5,30.445999145507812,30.438758850097656,30.452735900878906,30.42755889892578,30.45909881591797,5,128.0,128.0,128.0,128.0,128.0,5,193.9375,193.671875,194.078125,193.078125,194.375,5,10.407302856445312,10.407279968261719,10.407379150390625,10.402069091796875,10.407417297363281,5,0.024226,0.023412,0.042832,0.020362,0.053455,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.770375,0.745834,0.78875,0.7435,0.841666,5,11.912125,11.437333,12.045709,11.102292,12.13075,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,1,1,0
exact-part,improved,5,5,0,5242880,0.024136084,0.023625083,0.024645333,0.021684208,0.028133,5,207.15870892726426,202.87816764334246,211.6394681026094,177.72722425621157,230.5825511358312,5,17.300430297851562,17.29693603515625,17.30272674560547,17.29442596435547,17.305030822753906,5,128.0,128.0,128.0,128.0,128.0,5,179.453125,179.3125,179.609375,179.109375,179.796875,5,5.217445373535156,5.188148498535156,5.217445373535156,5.188148498535156,5.217643737792969,5,0.019652,0.018044,0.022904,0.016013,0.055056,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,9.794125,9.503167,9.807125,9.184416,10.316583,5,9.794125,9.503167,9.807125,9.184416,10.316583,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1,0,0,0,0
exact-part,original-939f2bd,5,5,0,5242880,0.03105575,0.030890792,0.032221542,0.0300425,0.032778292,5,161.00078085378715,155.17568960541988,161.86053112526218,152.53997981346922,166.43088957310476,5,24.47168731689453,24.46453857421875,24.478378295898438,24.45330047607422,24.485191345214844,5,128.0,128.0,128.0,128.0,128.0,5,187.703125,187.453125,187.9375,186.96875,188.296875,5,10.568214416503906,10.53961181640625,10.568382263183594,10.52862548828125,10.568382263183594,5,0.027287,0.024416,0.045113,0.023129,0.053362,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,7.7925,7.77475,7.93075,7.447709,8.918959,5,12.567042,12.492458,12.96025,12.068125,14.619792,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1,1.0,1.0,1,1,5,0,1,1,1,0
exact-part,temp-file,5,5,0,5242880,0.048820708,0.048612834,0.049517667,0.0463835,0.051170792,5,102.4155569394856,100.97406244926684,102.85349749409795,97.71199163772958,107.79695365808962,5,11.408973693847656,11.406333923339844,11.411811828613281,11.398727416992188,11.414169311523438,5,128.0,128.0,128.0,128.0,128.0,5,170.390625,170.21875,170.59375,169.984375,170.71875,5,0.28200531005859375,0.252655029296875,0.28244781494140625,0.25244903564453125,0.28249359130859375,5,0.046555,0.043193,0.078345,0.041033,0.088305,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,34.779041,33.582334,35.240542,32.564709,36.67375,5,34.779041,33.582334,35.240542,32.564709,36.67375,5,5242880,5242880.0,5242880.0,5242880,5242880,5,,,,,,0,,,,,,0,1,0,0,0,0
exact-part,whole-buffer,5,5,0,5242880,0.022418,0.020937417,0.022471916,0.020531458,0.023017333,5,223.03506111160675,222.49994170501526,238.80691682264342,217.22759973972657,243.52873527052975,5,31.273239135742188,31.270057678222656,32.27537536621094,31.267669677734375,32.277732849121094,5,128.0,128.0,128.0,128.0,128.0,5,189.90625,189.625,190.03125,189.390625,190.171875,5,16.153457641601562,16.124160766601562,16.153526306152344,16.124160766601562,16.154281616210938,5,0.016433,0.016155,0.022039,0.013782,0.057608,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,9.198875,8.861417,9.285167,8.804167,9.307708,5,9.198875,8.861417,9.285167,8.804167,9.307708,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
part-minus-one,aws-async,5,5,0,5242879,0.032082292,0.030531416,0.034935834,0.030428292,0.040686834,5,155.84918453848883,143.1194986307092,163.76571090989307,122.88985292701034,164.32072645831332,5,24.069717407226562,23.29430389404297,24.28607177734375,23.178298950195312,24.291061401367188,5,128.0,128.0,128.0,128.0,128.0,5,208.328125,207.484375,208.71875,202.59375,209.484375,5,10.205154418945312,10.205154418945312,10.205154418945312,10.20513916015625,10.205863952636719,5,0.037174,0.030375,0.042625,0.028681,0.053427,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,16.034417,15.704,17.477417,14.797917,23.173,5,16.034417,15.704,17.477417,14.797917,23.173,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
part-minus-one,ci-cmg,5,5,0,5242879,0.031331542,0.030972042,0.031611792,0.030953917,0.03257025,5,159.58356107483263,158.1687949334123,161.43588615583317,153.51429744400744,161.53041459423966,5,24.461143493652344,24.454017639160156,24.46784210205078,24.447242736816406,24.474655151367188,5,128.0,128.0,128.0,128.0,128.0,5,189.078125,187.9375,189.28125,187.5,189.59375,5,5.407341003417969,5.407196044921875,5.407356262207031,5.402259826660156,5.4073638916015625,5,0.026729,0.026285,0.045464,0.025759,0.053162,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.907916,0.839833,0.967,0.81225,1.0135,5,12.997459,12.524125,13.290666,12.319417,13.746708,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,1,1,0
part-minus-one,improved,5,5,0,5242879,0.022422166,0.022373,0.02347725,0.0218095,0.0247965,5,222.99357904698786,212.97209197523915,223.48362071808356,201.64132221586448,229.25784847546637,5,17.27422332763672,17.270751953125,17.276588439941406,17.268287658691406,17.278839111328125,5,128.0,128.0,128.0,128.0,128.0,5,180.296875,180.09375,180.46875,179.859375,180.578125,5,5.217445373535156,5.188148498535156,5.217445373535156,5.188148498535156,5.217704772949219,5,0.017389,0.016847,0.020642,0.016303,0.047944,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,9.803833,9.330791,10.036583,9.019667,10.195084,5,9.803833,9.330791,10.036583,9.019667,10.195084,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1,0,0,0,0
part-minus-one,original-939f2bd,5,5,0,5242879,0.025955833,0.025776084,0.026643167,0.023227542,0.070249584,5,192.63489044353474,187.66534197401097,193.97822595261886,71.17478512507182,215.26165128990763,5,29.342506408691406,29.339889526367188,29.34461212158203,29.332801818847656,29.347579956054688,5,128.0,128.0,128.0,128.0,128.0,5,172.609375,169.953125,173.046875,169.765625,173.265625,5,15.217369079589844,15.217369079589844,15.217628479003906,15.188072204589844,15.218032836914062,5,0.021075,0.017677,0.03773,0.01622,0.039931,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,9.899917,9.714125,10.418125,9.434292,10.692292,5,9.899917,9.714125,10.418125,9.434292,10.692292,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,1,0,0,0,0
part-minus-one,temp-file,5,5,0,5242879,0.052847167,0.051607458,0.05408775,0.051304875,0.056029875,5,94.61243298672346,92.44235610328927,96.88520303258656,89.23809032816303,97.45660712214354,5,11.466056823730469,11.463447570800781,11.468826293945312,11.460166931152344,11.47113037109375,5,128.0,128.0,128.0,128.0,128.0,5,172.046875,171.578125,172.15625,171.421875,172.359375,5,0.28206634521484375,0.25250244140625,0.28246307373046875,0.25243377685546875,0.28247833251953125,5,0.052814,0.046663,0.08517,0.045487,0.086652,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,37.261542,36.799875,39.229,36.665667,40.68625,5,37.261542,36.799875,39.229,36.665667,40.68625,5,5242879,5242879.0,5242879.0,5242879,5242879,5,,,,,,0,,,,,,0,1,0,0,0,0
part-minus-one,whole-buffer,5,5,0,5242879,0.023070458,0.022201125,0.023577834,0.021801125,0.023807916,5,216.72734222812932,212.06354435804764,225.21376940698653,210.01414178064488,229.34591890673914,5,31.257080078125,31.253929138183594,32.259239196777344,31.251480102539062,32.26148986816406,5,128.0,128.0,128.0,128.0,128.0,5,190.125,189.90625,190.25,189.765625,190.34375,5,16.15338897705078,16.12409210205078,16.153465270996094,16.12409210205078,16.15357208251953,5,0.018167,0.015463,0.019987,0.01479,0.044768,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,9.375667,9.208666,9.376916,9.186833,9.67675,5,9.375667,9.208666,9.376916,9.186833,9.67675,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,1,0,0,0,0
part-plus-one,aws-async,5,5,0,5242881,0.036831042,0.036622,0.03905375,0.0355975,0.044172042,5,135.75507729795743,128.02870284349945,136.5299807130773,113.19379243717816,140.45932870775522,5,24.67822265625,24.669326782226562,25.68994140625,24.656585693359375,25.698997497558594,5,128.0,128.0,128.0,128.0,128.0,5,211.390625,210.703125,212.15625,210.09375,212.875,5,5.204154968261719,5.2041473388671875,5.2042083740234375,5.2041015625,5.204254150390625,5,0.043144,0.04263,0.048694,0.042534,0.053822,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,13.826417,13.326375,14.817083,12.142833,17.630583,5,19.122,18.562,20.549583,17.844792,23.587708,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,2,1,0
part-plus-one,ci-cmg,5,5,0,5242881,0.033820959,0.033295,0.034973834,0.03162125,0.043835041,5,147.8373500193864,142.96405002878197,150.17272724656306,114.06401909546102,158.12154654462796,5,30.443397521972656,30.43488311767578,30.45244598388672,30.426597595214844,30.460533142089844,5,128.0,128.0,128.0,128.0,128.0,5,193.3125,191.609375,193.5625,191.34375,193.96875,5,10.408973693847656,10.407623291015625,10.409042358398438,10.398979187011719,10.409187316894531,5,0.031685,0.027134,0.041514,0.025672,0.057466,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,0,5,0.773291,0.6835,0.912584,0.650042,0.93625,5,11.347667,11.267416,11.994542,10.83325,12.643542,5,0,0.0,0.0,0,0,5,,,,,,0,,,,,,0,0,1,2,1,0
